_id,Czas_Rejestracji,Liczba_Wolnych_Miejsc,Liczba_Poj_Wjezdzajacych,Liczba_Poj_Wyjezdzajacych,Nazwa
390,2018-11-29 08:05:01.837000,113,3,0,ul. św. Antoniego
391,2018-11-29 08:07:03,586,1,0,Narodowe Forum Muzyki
392,2018-11-29 08:10:00.007000,238,4,4,Nowy Targ
393,2018-11-29 08:10:01.600000,111,2,0,ul. św. Antoniego
394,2018-11-29 08:10:01.983000,786,1,0,Parking Hala Stulecia
395,2018-11-29 08:12:03,583,3,0,Narodowe Forum Muzyki
396,2018-11-29 08:15:00.010000,237,5,5,Nowy Targ
397,2018-11-29 08:15:01.420000,107,4,0,ul. św. Antoniego
398,2018-11-29 08:15:01.680000,782,4,0,Parking Hala Stulecia
399,2018-11-29 08:17:03,583,0,0,Narodowe Forum Muzyki
400,2018-11-29 08:20:00.013000,233,8,8,Nowy Targ
401,2018-11-29 08:20:01.167000,100,6,0,ul. św. Antoniego
402,2018-11-29 08:20:01.343000,782,0,0,Parking Hala Stulecia
403,2018-11-29 08:22:03,582,1,0,Narodowe Forum Muzyki
404,2018-11-29 08:25:00.010000,231,4,4,Nowy Targ
405,2018-11-29 08:25:01.150000,96,3,0,ul. św. Antoniego
406,2018-11-29 08:25:01.857000,781,1,0,Parking Hala Stulecia
407,2018-11-29 08:27:03,580,2,0,Narodowe Forum Muzyki
408,2018-11-29 08:30:00.010000,234,3,3,Nowy Targ
409,2018-11-29 08:30:01.537000,92,3,0,ul. św. Antoniego
410,2018-11-29 08:30:01.750000,780,1,0,Parking Hala Stulecia
411,2018-11-29 08:32:03,577,3,0,Narodowe Forum Muzyki
412,2018-11-29 08:35:00.010000,230,4,4,Nowy Targ
413,2018-11-29 08:35:01.260000,780,0,0,Parking Hala Stulecia
414,2018-11-29 08:35:01.320000,92,0,0,ul. św. Antoniego
415,2018-11-29 08:37:03,574,6,3,Narodowe Forum Muzyki
416,2018-11-29 08:40:00.010000,226,8,8,Nowy Targ
417,2018-11-29 08:40:01.297000,90,2,0,ul. św. Antoniego
418,2018-11-29 08:40:02.153000,778,2,0,Parking Hala Stulecia
419,2018-11-29 08:42:03,575,3,4,Narodowe Forum Muzyki
420,2018-11-29 08:45:01.333000,779,0,1,Parking Hala Stulecia
421,2018-11-29 08:45:01.957000,84,4,0,ul. św. Antoniego
422,2018-11-29 08:47:03,571,5,1,Narodowe Forum Muzyki
423,2018-11-29 08:50:00.010000,220,3,3,Nowy Targ
424,2018-11-29 08:50:01.920000,80,2,0,ul. św. Antoniego
425,2018-11-29 08:50:02.110000,780,0,1,Parking Hala Stulecia
426,2018-11-29 08:52:03,566,5,0,Narodowe Forum Muzyki
427,2018-11-29 08:55:00.010000,211,11,11,Nowy Targ
428,2018-11-29 08:55:01.503000,775,5,0,Parking Hala Stulecia
429,2018-11-29 08:55:01.663000,78,2,0,ul. św. Antoniego
430,2018-11-29 08:57:03,558,9,1,Narodowe Forum Muzyki
431,2018-11-29 09:00:00.010000,214,5,5,Nowy Targ
432,2018-11-29 09:00:01.227000,774,2,1,Parking Hala Stulecia
433,2018-11-29 09:00:01.427000,76,2,0,ul. św. Antoniego
434,2018-11-29 09:02:03,555,5,2,Narodowe Forum Muzyki
435,2018-11-29 09:05:00.010000,207,7,7,Nowy Targ
436,2018-11-29 09:05:01.387000,75,1,0,ul. św. Antoniego
437,2018-11-29 09:05:02.063000,773,1,0,Parking Hala Stulecia
438,2018-11-29 09:07:03,555,1,1,Narodowe Forum Muzyki
439,2018-11-29 09:10:00.013000,199,10,10,Nowy Targ
440,2018-11-29 09:10:01.473000,70,5,0,ul. św. Antoniego
441,2018-11-29 09:10:01.783000,772,1,0,Parking Hala Stulecia
442,2018-11-29 09:12:03,551,5,1,Narodowe Forum Muzyki
443,2018-11-29 09:15:00.010000,197,4,4,Nowy Targ
444,2018-11-29 09:15:01.147000,771,1,0,Parking Hala Stulecia
445,2018-11-29 09:15:01.957000,67,2,0,ul. św. Antoniego
446,2018-11-29 09:17:03,553,0,2,Narodowe Forum Muzyki
447,2018-11-29 09:20:00.010000,193,6,6,Nowy Targ
448,2018-11-29 09:20:01.707000,63,5,1,ul. św. Antoniego
449,2018-11-29 09:20:02.017000,768,3,0,Parking Hala Stulecia
450,2018-11-29 09:22:03,553,1,1,Narodowe Forum Muzyki
451,2018-11-29 09:25:00.010000,183,11,11,Nowy Targ
452,2018-11-29 09:25:01.323000,63,0,0,ul. św. Antoniego
453,2018-11-29 09:25:01.527000,769,0,1,Parking Hala Stulecia
454,2018-11-29 09:27:03,549,5,1,Narodowe Forum Muzyki
455,2018-11-29 09:30:00.017000,180,7,7,Nowy Targ
456,2018-11-29 09:30:01.887000,65,0,1,ul. św. Antoniego
457,2018-11-29 09:30:02.080000,767,2,0,Parking Hala Stulecia
458,2018-11-29 09:32:03,547,2,1,Narodowe Forum Muzyki
459,2018-11-29 09:35:00.010000,180,2,2,Nowy Targ
460,2018-11-29 09:35:01.483000,62,2,0,ul. św. Antoniego
461,2018-11-29 09:35:01.970000,764,3,0,Parking Hala Stulecia
462,2018-11-29 09:37:03,545,2,0,Narodowe Forum Muzyki
463,2018-11-29 09:40:00.017000,179,5,5,Nowy Targ
464,2018-11-29 09:40:01.150000,764,0,0,Parking Hala Stulecia
465,2018-11-29 09:40:01.993000,57,3,0,ul. św. Antoniego
466,2018-11-29 09:42:03,542,3,0,Narodowe Forum Muzyki
467,2018-11-29 09:45:00.010000,178,5,5,Nowy Targ
468,2018-11-29 09:45:01.817000,59,0,1,ul. św. Antoniego
469,2018-11-29 09:45:01.833000,763,1,0,Parking Hala Stulecia
470,2018-11-29 09:47:03,543,2,3,Narodowe Forum Muzyki
471,2018-11-29 09:50:00.010000,176,7,7,Nowy Targ
472,2018-11-29 09:50:01.240000,761,3,1,Parking Hala Stulecia
473,2018-11-29 09:50:01.737000,54,4,1,ul. św. Antoniego
474,2018-11-29 09:52:03,544,1,2,Narodowe Forum Muzyki
475,2018-11-29 09:55:00.010000,171,5,5,Nowy Targ
476,2018-11-29 09:55:01.480000,758,3,0,Parking Hala Stulecia
477,2018-11-29 09:55:01.713000,48,4,0,ul. św. Antoniego
478,2018-11-29 09:57:03,540,5,1,Narodowe Forum Muzyki
479,2018-11-29 10:00:00.010000,168,7,7,Nowy Targ
480,2018-11-29 10:00:01.357000,46,1,0,ul. św. Antoniego
481,2018-11-29 10:00:01.460000,758,2,2,Parking Hala Stulecia
482,2018-11-29 10:02:03,540,3,3,Narodowe Forum Muzyki
483,2018-11-29 10:05:00.017000,162,10,10,Nowy Targ
484,2018-11-29 10:05:01.190000,43,3,0,ul. św. Antoniego
485,2018-11-29 10:05:01.297000,759,0,1,Parking Hala Stulecia
486,2018-11-29 10:07:03,539,2,1,Narodowe Forum Muzyki
487,2018-11-29 10:10:00.010000,161,7,7,Nowy Targ
488,2018-11-29 10:10:01.517000,44,0,1,ul. św. Antoniego
489,2018-11-29 10:10:01.673000,756,4,1,Parking Hala Stulecia
490,2018-11-29 10:12:03,539,3,3,Narodowe Forum Muzyki
491,2018-11-29 10:15:00.013000,162,4,4,Nowy Targ
492,2018-11-29 10:15:01.237000,41,3,1,ul. św. Antoniego
493,2018-11-29 10:15:01.437000,754,3,1,Parking Hala Stulecia
494,2018-11-29 10:17:03,535,6,2,Narodowe Forum Muzyki
495,2018-11-29 10:20:00.010000,163,5,5,Nowy Targ
496,2018-11-29 10:20:01.150000,754,1,1,Parking Hala Stulecia
497,2018-11-29 10:20:01.993000,39,1,0,ul. św. Antoniego
498,2018-11-29 10:22:03,532,5,2,Narodowe Forum Muzyki
499,2018-11-29 10:25:00.010000,168,13,13,Nowy Targ
500,2018-11-29 10:25:01.410000,38,2,1,ul. św. Antoniego
501,2018-11-29 10:25:01.903000,748,7,1,Parking Hala Stulecia
502,2018-11-29 10:27:03,532,1,1,Narodowe Forum Muzyki
503,2018-11-29 10:30:00.010000,169,5,5,Nowy Targ
504,2018-11-29 10:30:01.143000,36,1,0,ul. św. Antoniego
1053,2018-11-29 22:00:00.010000,241,0,0,Nowy Targ
505,2018-11-29 10:30:01.243000,746,2,0,Parking Hala Stulecia
506,2018-11-29 10:32:03,530,5,3,Narodowe Forum Muzyki
507,2018-11-29 10:35:00.013000,169,7,7,Nowy Targ
508,2018-11-29 10:35:01.853000,747,0,1,Parking Hala Stulecia
509,2018-11-29 10:35:01.883000,35,1,1,ul. św. Antoniego
510,2018-11-29 10:37:03,527,3,0,Narodowe Forum Muzyki
511,2018-11-29 10:40:00.017000,166,7,7,Nowy Targ
512,2018-11-29 10:40:01.250000,37,0,1,ul. św. Antoniego
513,2018-11-29 10:40:02.067000,749,0,2,Parking Hala Stulecia
514,2018-11-29 10:42:03,525,5,3,Narodowe Forum Muzyki
515,2018-11-29 10:45:00.013000,163,3,3,Nowy Targ
516,2018-11-29 10:45:01.750000,35,1,0,ul. św. Antoniego
517,2018-11-29 10:45:01.797000,747,2,0,Parking Hala Stulecia
518,2018-11-29 10:47:03,523,5,3,Narodowe Forum Muzyki
519,2018-11-29 10:50:00.013000,160,11,11,Nowy Targ
520,2018-11-29 10:50:01.463000,746,2,1,Parking Hala Stulecia
521,2018-11-29 10:50:01.480000,33,2,0,ul. św. Antoniego
522,2018-11-29 10:52:03,521,6,4,Narodowe Forum Muzyki
523,2018-11-29 10:55:00.013000,157,5,5,Nowy Targ
524,2018-11-29 10:55:01.133000,29,3,1,ul. św. Antoniego
525,2018-11-29 10:55:01.933000,742,4,0,Parking Hala Stulecia
526,2018-11-29 10:57:03,521,2,4,Narodowe Forum Muzyki
527,2018-11-29 11:00:00.013000,161,6,6,Nowy Targ
528,2018-11-29 11:00:01.707000,24,4,2,ul. św. Antoniego
529,2018-11-29 11:00:01.867000,738,5,1,Parking Hala Stulecia
530,2018-11-29 11:02:03,524,2,5,Narodowe Forum Muzyki
531,2018-11-29 11:05:00.010000,158,4,4,Nowy Targ
532,2018-11-29 11:05:01.543000,23,1,1,ul. św. Antoniego
533,2018-11-29 11:05:01.897000,736,4,2,Parking Hala Stulecia
534,2018-11-29 11:07:03,520,6,2,Narodowe Forum Muzyki
535,2018-11-29 11:10:00.013000,156,8,8,Nowy Targ
536,2018-11-29 11:10:01.153000,732,4,0,Parking Hala Stulecia
537,2018-11-29 11:10:01.977000,25,0,1,ul. św. Antoniego
538,2018-11-29 11:12:03,517,4,1,Narodowe Forum Muzyki
539,2018-11-29 11:15:00.013000,156,6,6,Nowy Targ
540,2018-11-29 11:15:01.533000,30,1,3,ul. św. Antoniego
541,2018-11-29 11:15:01.620000,727,6,1,Parking Hala Stulecia
542,2018-11-29 11:17:03,512,7,2,Narodowe Forum Muzyki
543,2018-11-29 11:20:00.013000,160,7,7,Nowy Targ
544,2018-11-29 11:20:01.220000,724,5,2,Parking Hala Stulecia
545,2018-11-29 11:20:01.320000,30,1,1,ul. św. Antoniego
546,2018-11-29 11:22:03,508,7,3,Narodowe Forum Muzyki
547,2018-11-29 11:25:00.010000,161,9,9,Nowy Targ
548,2018-11-29 11:25:02.017000,720,4,0,Parking Hala Stulecia
549,2018-11-29 11:25:02.053000,30,0,0,ul. św. Antoniego
550,2018-11-29 11:27:03,505,4,1,Narodowe Forum Muzyki
551,2018-11-29 11:30:00.013000,161,6,6,Nowy Targ
552,2018-11-29 11:30:01.927000,717,7,4,Parking Hala Stulecia
553,2018-11-29 11:30:02.110000,34,0,2,ul. św. Antoniego
554,2018-11-29 11:32:03,496,10,1,Narodowe Forum Muzyki
555,2018-11-29 11:35:00.013000,157,8,8,Nowy Targ
556,2018-11-29 11:35:01.570000,33,1,0,ul. św. Antoniego
557,2018-11-29 11:35:01.607000,713,4,0,Parking Hala Stulecia
558,2018-11-29 11:37:03,493,6,4,Narodowe Forum Muzyki
559,2018-11-29 11:40:00.013000,154,3,3,Nowy Targ
560,2018-11-29 11:40:01.243000,707,7,1,Parking Hala Stulecia
561,2018-11-29 11:40:01.330000,33,1,1,ul. św. Antoniego
562,2018-11-29 11:42:03,491,9,7,Narodowe Forum Muzyki
563,2018-11-29 11:45:00.010000,155,9,9,Nowy Targ
564,2018-11-29 11:45:01.250000,31,1,0,ul. św. Antoniego
565,2018-11-29 11:45:02.047000,706,2,1,Parking Hala Stulecia
566,2018-11-29 11:47:03,485,10,4,Narodowe Forum Muzyki
567,2018-11-29 11:50:00.013000,153,8,8,Nowy Targ
568,2018-11-29 11:50:01.513000,32,3,3,ul. św. Antoniego
569,2018-11-29 11:50:01.577000,704,2,0,Parking Hala Stulecia
570,2018-11-29 11:52:03,483,4,2,Narodowe Forum Muzyki
571,2018-11-29 11:55:00.013000,154,7,7,Nowy Targ
572,2018-11-29 11:55:01.283000,35,0,2,ul. św. Antoniego
573,2018-11-29 11:55:01.513000,702,2,0,Parking Hala Stulecia
574,2018-11-29 11:57:03,482,6,5,Narodowe Forum Muzyki
575,2018-11-29 12:00:00.013000,153,7,7,Nowy Targ
576,2018-11-29 12:00:01.810000,36,2,3,ul. św. Antoniego
577,2018-11-29 12:00:01.903000,700,2,0,Parking Hala Stulecia
578,2018-11-29 12:02:03,485,4,7,Narodowe Forum Muzyki
579,2018-11-29 12:05:00.013000,149,6,6,Nowy Targ
580,2018-11-29 12:05:01.413000,36,0,0,ul. św. Antoniego
581,2018-11-29 12:05:01.667000,686,15,1,Parking Hala Stulecia
582,2018-11-29 12:07:03,487,4,6,Narodowe Forum Muzyki
583,2018-11-29 12:10:00.013000,148,5,5,Nowy Targ
584,2018-11-29 12:10:01.180000,34,1,0,ul. św. Antoniego
585,2018-11-29 12:10:02.100000,685,2,1,Parking Hala Stulecia
586,2018-11-29 12:12:03,488,4,5,Narodowe Forum Muzyki
587,2018-11-29 12:15:00.013000,147,7,7,Nowy Targ
588,2018-11-29 12:15:01.773000,683,5,3,Parking Hala Stulecia
589,2018-11-29 12:15:01.907000,31,2,0,ul. św. Antoniego
590,2018-11-29 12:17:03,493,2,7,Narodowe Forum Muzyki
591,2018-11-29 12:20:00.010000,144,7,7,Nowy Targ
592,2018-11-29 12:20:01.613000,30,2,1,ul. św. Antoniego
593,2018-11-29 12:20:01.617000,678,5,0,Parking Hala Stulecia
594,2018-11-29 12:22:03,489,4,0,Narodowe Forum Muzyki
595,2018-11-29 12:25:00.007000,150,8,8,Nowy Targ
596,2018-11-29 12:25:01.303000,681,1,4,Parking Hala Stulecia
597,2018-11-29 12:25:01.383000,30,3,2,ul. św. Antoniego
598,2018-11-29 12:27:03,488,5,4,Narodowe Forum Muzyki
599,2018-11-29 12:30:00.013000,147,9,9,Nowy Targ
600,2018-11-29 12:30:01.153000,30,0,0,ul. św. Antoniego
601,2018-11-29 12:30:01.957000,680,3,2,Parking Hala Stulecia
602,2018-11-29 12:32:03,487,2,1,Narodowe Forum Muzyki
603,2018-11-29 12:35:00.010000,148,10,10,Nowy Targ
604,2018-11-29 12:35:01.193000,26,3,1,ul. św. Antoniego
605,2018-11-29 12:35:01.223000,677,3,0,Parking Hala Stulecia
606,2018-11-29 12:37:03,492,0,5,Narodowe Forum Muzyki
607,2018-11-29 12:40:00.013000,150,10,10,Nowy Targ
608,2018-11-29 12:40:01.347000,35,0,5,ul. św. Antoniego
609,2018-11-29 12:40:02.133000,675,4,2,Parking Hala Stulecia
610,2018-11-29 12:42:03,493,3,4,Narodowe Forum Muzyki
611,2018-11-29 12:45:00.013000,149,9,9,Nowy Targ
612,2018-11-29 12:45:01.187000,33,1,0,ul. św. Antoniego
613,2018-11-29 12:45:01.527000,672,3,0,Parking Hala Stulecia
614,2018-11-29 12:47:03,495,3,5,Narodowe Forum Muzyki
615,2018-11-29 12:50:00.030000,152,10,10,Nowy Targ
616,2018-11-29 12:50:01.260000,34,2,2,ul. św. Antoniego
617,2018-11-29 12:50:01.517000,675,0,3,Parking Hala Stulecia
618,2018-11-29 12:52:03,495,6,6,Narodowe Forum Muzyki
619,2018-11-29 12:55:00.010000,152,6,6,Nowy Targ
620,2018-11-29 12:55:01.680000,675,5,5,Parking Hala Stulecia
621,2018-11-29 12:55:01.777000,33,1,0,ul. św. Antoniego
622,2018-11-29 12:57:03,493,5,2,Narodowe Forum Muzyki
623,2018-11-29 13:00:00.013000,153,9,9,Nowy Targ
624,2018-11-29 13:00:01.400000,677,0,2,Parking Hala Stulecia
625,2018-11-29 13:00:01.597000,34,1,1,ul. św. Antoniego
626,2018-11-29 13:02:03,493,4,4,Narodowe Forum Muzyki
627,2018-11-29 13:05:00.010000,151,6,6,Nowy Targ
628,2018-11-29 13:05:01.627000,672,7,2,Parking Hala Stulecia
629,2018-11-29 13:05:01.740000,34,0,0,ul. św. Antoniego
630,2018-11-29 13:07:03,499,2,8,Narodowe Forum Muzyki
631,2018-11-29 13:10:00.017000,155,6,6,Nowy Targ
632,2018-11-29 13:10:01.293000,674,2,4,Parking Hala Stulecia
633,2018-11-29 13:10:01.477000,35,1,2,ul. św. Antoniego
634,2018-11-29 13:12:03,503,1,5,Narodowe Forum Muzyki
635,2018-11-29 13:15:00.013000,155,6,6,Nowy Targ
636,2018-11-29 13:15:01.237000,37,0,1,ul. św. Antoniego
637,2018-11-29 13:15:01.980000,671,5,2,Parking Hala Stulecia
638,2018-11-29 13:17:03,504,1,2,Narodowe Forum Muzyki
639,2018-11-29 13:20:00.013000,154,9,9,Nowy Targ
640,2018-11-29 13:20:01.690000,37,0,0,ul. św. Antoniego
641,2018-11-29 13:20:02.077000,670,3,2,Parking Hala Stulecia
642,2018-11-29 13:22:03,505,4,5,Narodowe Forum Muzyki
643,2018-11-29 13:25:00.010000,156,4,4,Nowy Targ
644,2018-11-29 13:25:01.513000,33,2,0,ul. św. Antoniego
645,2018-11-29 13:25:01.867000,671,3,4,Parking Hala Stulecia
646,2018-11-29 13:27:03,505,4,4,Narodowe Forum Muzyki
647,2018-11-29 13:30:00.013000,151,5,5,Nowy Targ
648,2018-11-29 13:30:01.287000,666,7,2,Parking Hala Stulecia
649,2018-11-29 13:30:02.107000,35,1,2,ul. św. Antoniego
650,2018-11-29 13:32:03,501,5,1,Narodowe Forum Muzyki
651,2018-11-29 13:35:00.010000,154,5,5,Nowy Targ
652,2018-11-29 13:35:01.257000,665,2,1,Parking Hala Stulecia
653,2018-11-29 13:35:01.680000,37,0,1,ul. św. Antoniego
654,2018-11-29 13:37:03,498,7,4,Narodowe Forum Muzyki
655,2018-11-29 13:40:00.010000,152,7,7,Nowy Targ
656,2018-11-29 13:40:01.713000,663,4,2,Parking Hala Stulecia
657,2018-11-29 13:40:01.897000,37,1,1,ul. św. Antoniego
658,2018-11-29 13:42:03,495,6,3,Narodowe Forum Muzyki
659,2018-11-29 13:45:00.010000,151,4,4,Nowy Targ
660,2018-11-29 13:45:01.320000,662,4,3,Parking Hala Stulecia
661,2018-11-29 13:45:01.427000,39,0,1,ul. św. Antoniego
662,2018-11-29 13:47:03,491,7,3,Narodowe Forum Muzyki
663,2018-11-29 13:50:00.017000,149,6,6,Nowy Targ
664,2018-11-29 13:50:01.753000,666,1,5,Parking Hala Stulecia
665,2018-11-29 13:50:01.947000,38,1,1,ul. św. Antoniego
666,2018-11-29 13:55:00.010000,145,10,10,Nowy Targ
667,2018-11-29 13:55:01.157000,669,0,3,Parking Hala Stulecia
668,2018-11-29 13:55:02.087000,36,2,0,ul. św. Antoniego
669,2018-11-29 13:57:03,489,4,3,Narodowe Forum Muzyki
670,2018-11-29 14:00:00.010000,142,7,7,Nowy Targ
671,2018-11-29 14:00:01.780000,28,4,0,ul. św. Antoniego
672,2018-11-29 14:00:01.907000,669,2,2,Parking Hala Stulecia
673,2018-11-29 14:02:03,484,6,1,Narodowe Forum Muzyki
674,2018-11-29 14:05:00.010000,147,7,7,Nowy Targ
675,2018-11-29 14:05:01.660000,28,0,0,ul. św. Antoniego
676,2018-11-29 14:05:01.773000,672,2,5,Parking Hala Stulecia
677,2018-11-29 14:07:03,486,3,5,Narodowe Forum Muzyki
678,2018-11-29 14:10:00.013000,147,6,6,Nowy Targ
679,2018-11-29 14:10:01.647000,25,2,0,ul. św. Antoniego
680,2018-11-29 14:10:01.820000,675,2,5,Parking Hala Stulecia
681,2018-11-29 14:12:03,485,5,4,Narodowe Forum Muzyki
682,2018-11-29 14:15:00.010000,148,11,11,Nowy Targ
683,2018-11-29 14:15:01.137000,23,1,0,ul. św. Antoniego
684,2018-11-29 14:15:02.050000,673,3,1,Parking Hala Stulecia
685,2018-11-29 14:17:03,488,3,6,Narodowe Forum Muzyki
686,2018-11-29 14:20:00.013000,144,6,6,Nowy Targ
687,2018-11-29 14:20:01.657000,26,1,2,ul. św. Antoniego
688,2018-11-29 14:20:01.947000,673,2,2,Parking Hala Stulecia
689,2018-11-29 14:22:03,488,4,4,Narodowe Forum Muzyki
690,2018-11-29 14:25:00.023000,145,7,7,Nowy Targ
691,2018-11-29 14:25:01.510000,27,0,1,ul. św. Antoniego
692,2018-11-29 14:25:01.550000,672,2,1,Parking Hala Stulecia
693,2018-11-29 14:27:03,496,1,9,Narodowe Forum Muzyki
694,2018-11-29 14:30:00.017000,151,10,10,Nowy Targ
695,2018-11-29 14:30:01.517000,674,0,2,Parking Hala Stulecia
696,2018-11-29 14:30:01.707000,30,0,2,ul. św. Antoniego
697,2018-11-29 14:32:03,490,8,2,Narodowe Forum Muzyki
698,2018-11-29 14:35:00.013000,153,4,4,Nowy Targ
699,2018-11-29 14:35:01.173000,33,0,2,ul. św. Antoniego
700,2018-11-29 14:35:02.087000,672,5,3,Parking Hala Stulecia
701,2018-11-29 14:37:03,492,4,7,Narodowe Forum Muzyki
702,2018-11-29 14:40:00.017000,148,9,9,Nowy Targ
703,2018-11-29 14:40:01.453000,33,1,1,ul. św. Antoniego
704,2018-11-29 14:40:01.670000,677,0,5,Parking Hala Stulecia
705,2018-11-29 14:42:03,493,2,4,Narodowe Forum Muzyki
706,2018-11-29 14:45:00.010000,147,5,5,Nowy Targ
707,2018-11-29 14:45:01.407000,29,2,0,ul. św. Antoniego
708,2018-11-29 14:45:01.590000,678,0,1,Parking Hala Stulecia
709,2018-11-29 14:47:03,499,2,8,Narodowe Forum Muzyki
710,2018-11-29 14:50:00.013000,153,10,10,Nowy Targ
711,2018-11-29 14:50:01.217000,680,0,2,Parking Hala Stulecia
712,2018-11-29 14:50:01.260000,30,0,1,ul. św. Antoniego
713,2018-11-29 14:52:03,500,3,4,Narodowe Forum Muzyki
714,2018-11-29 14:55:00.010000,153,8,8,Nowy Targ
715,2018-11-29 14:55:01.667000,678,4,2,Parking Hala Stulecia
716,2018-11-29 14:55:01.760000,28,1,0,ul. św. Antoniego
717,2018-11-29 14:57:03,502,2,4,Narodowe Forum Muzyki
718,2018-11-29 15:00:00.013000,160,8,8,Nowy Targ
719,2018-11-29 15:00:01.357000,677,3,2,Parking Hala Stulecia
720,2018-11-29 15:00:01.600000,30,0,2,ul. św. Antoniego
721,2018-11-29 15:02:03,505,1,4,Narodowe Forum Muzyki
722,2018-11-29 15:05:00.013000,165,7,7,Nowy Targ
723,2018-11-29 15:05:01.357000,33,1,3,ul. św. Antoniego
724,2018-11-29 15:05:02.087000,678,3,4,Parking Hala Stulecia
725,2018-11-29 15:07:03,508,4,7,Narodowe Forum Muzyki
726,2018-11-29 15:10:00.013000,170,5,5,Nowy Targ
727,2018-11-29 15:10:01.500000,34,1,1,ul. św. Antoniego
728,2018-11-29 15:10:01.510000,683,0,5,Parking Hala Stulecia
729,2018-11-29 15:12:03,507,2,1,Narodowe Forum Muzyki
730,2018-11-29 15:15:00.010000,176,5,5,Nowy Targ
731,2018-11-29 15:15:01.187000,683,2,2,Parking Hala Stulecia
732,2018-11-29 15:15:02.127000,34,0,0,ul. św. Antoniego
733,2018-11-29 15:17:03,510,1,4,Narodowe Forum Muzyki
734,2018-11-29 15:20:00.013000,179,5,5,Nowy Targ
735,2018-11-29 15:20:01.610000,683,3,3,Parking Hala Stulecia
736,2018-11-29 15:20:01.750000,36,1,2,ul. św. Antoniego
737,2018-11-29 15:22:03,508,7,5,Narodowe Forum Muzyki
738,2018-11-29 15:25:00.007000,181,2,2,Nowy Targ
739,2018-11-29 15:25:01.527000,686,3,6,Parking Hala Stulecia
740,2018-11-29 15:25:01.570000,37,1,2,ul. św. Antoniego
741,2018-11-29 15:27:03,513,3,8,Narodowe Forum Muzyki
742,2018-11-29 15:30:00.013000,184,7,7,Nowy Targ
743,2018-11-29 15:30:01.153000,40,1,4,ul. św. Antoniego
744,2018-11-29 15:30:01.977000,688,1,3,Parking Hala Stulecia
745,2018-11-29 15:32:04,515,4,7,Narodowe Forum Muzyki
746,2018-11-29 15:35:00.007000,184,3,3,Nowy Targ
747,2018-11-29 15:35:01.653000,40,1,2,ul. św. Antoniego
748,2018-11-29 15:35:01.767000,686,3,1,Parking Hala Stulecia
749,2018-11-29 15:37:03,513,3,1,Narodowe Forum Muzyki
750,2018-11-29 15:40:00.013000,187,3,3,Nowy Targ
751,2018-11-29 15:40:01.177000,38,1,0,ul. św. Antoniego
752,2018-11-29 15:40:01.317000,686,2,2,Parking Hala Stulecia
753,2018-11-29 15:42:03,516,1,5,Narodowe Forum Muzyki
754,2018-11-29 15:45:00.013000,186,3,3,Nowy Targ
755,2018-11-29 15:45:01.253000,689,1,4,Parking Hala Stulecia
756,2018-11-29 15:45:01.980000,38,1,2,ul. św. Antoniego
757,2018-11-29 15:47:03,522,2,8,Narodowe Forum Muzyki
758,2018-11-29 15:50:00.010000,188,8,8,Nowy Targ
759,2018-11-29 15:50:01.560000,690,2,3,Parking Hala Stulecia
760,2018-11-29 15:50:01.600000,34,2,0,ul. św. Antoniego
761,2018-11-29 15:52:03,521,6,5,Narodowe Forum Muzyki
762,2018-11-29 15:55:00.010000,187,7,7,Nowy Targ
763,2018-11-29 15:55:01.353000,691,2,3,Parking Hala Stulecia
764,2018-11-29 15:55:01.533000,30,2,0,ul. św. Antoniego
765,2018-11-29 15:57:03,519,6,4,Narodowe Forum Muzyki
766,2018-11-29 16:00:00.013000,187,6,6,Nowy Targ
767,2018-11-29 16:00:01.320000,29,2,2,ul. św. Antoniego
768,2018-11-29 16:00:01.383000,690,2,1,Parking Hala Stulecia
769,2018-11-29 16:02:03,520,4,5,Narodowe Forum Muzyki
770,2018-11-29 16:05:00.010000,189,2,2,Nowy Targ
771,2018-11-29 16:05:01.537000,31,1,3,ul. św. Antoniego
772,2018-11-29 16:05:01.700000,691,0,1,Parking Hala Stulecia
773,2018-11-29 16:07:03,518,4,3,Narodowe Forum Muzyki
774,2018-11-29 16:10:00.013000,194,9,9,Nowy Targ
775,2018-11-29 16:10:01.577000,695,0,4,Parking Hala Stulecia
776,2018-11-29 16:10:01.643000,40,0,6,ul. św. Antoniego
777,2018-11-29 16:12:03,515,4,2,Narodowe Forum Muzyki
778,2018-11-29 16:15:00.013000,189,7,7,Nowy Targ
779,2018-11-29 16:15:01.137000,44,1,4,ul. św. Antoniego
780,2018-11-29 16:15:01.260000,699,1,5,Parking Hala Stulecia
781,2018-11-29 16:17:03,515,4,4,Narodowe Forum Muzyki
782,2018-11-29 16:20:00.017000,191,6,6,Nowy Targ
783,2018-11-29 16:20:01.210000,50,0,3,ul. św. Antoniego
784,2018-11-29 16:20:02.110000,697,3,1,Parking Hala Stulecia
785,2018-11-29 16:22:03,514,3,2,Narodowe Forum Muzyki
786,2018-11-29 16:25:00.010000,192,7,7,Nowy Targ
787,2018-11-29 16:25:01.667000,52,0,2,ul. św. Antoniego
788,2018-11-29 16:25:01.843000,699,2,4,Parking Hala Stulecia
789,2018-11-29 16:27:03,518,3,7,Narodowe Forum Muzyki
790,2018-11-29 16:30:00.020000,197,7,7,Nowy Targ
791,2018-11-29 16:30:01.340000,700,1,2,Parking Hala Stulecia
