_id,Czas_Rejestracji,Liczba_Wolnych_Miejsc,Liczba_Poj_Wjezdzajacych,Liczba_Poj_Wyjezdzajacych,Nazwa
792,2018-11-29 16:30:01.407000,54,0,2,ul. św. Antoniego
793,2018-11-29 16:32:03,519,1,3,Narodowe Forum Muzyki
794,2018-11-29 16:35:00.013000,200,7,7,Nowy Targ
795,2018-11-29 16:35:02.030000,704,1,5,Parking Hala Stulecia
796,2018-11-29 16:35:02.050000,55,0,1,ul. św. Antoniego
797,2018-11-29 16:37:03,518,4,3,Narodowe Forum Muzyki
798,2018-11-29 16:40:00.027000,204,6,6,Nowy Targ
799,2018-11-29 16:40:01.357000,56,2,3,ul. św. Antoniego
800,2018-11-29 16:40:01.410000,703,2,1,Parking Hala Stulecia
801,2018-11-29 16:45:00.010000,206,6,6,Nowy Targ
802,2018-11-29 16:45:01.980000,705,1,3,Parking Hala Stulecia
803,2018-11-29 16:45:02.027000,58,0,2,ul. św. Antoniego
804,2018-11-29 16:47:03,518,4,4,Narodowe Forum Muzyki
805,2018-11-29 16:50:00.010000,207,7,7,Nowy Targ
806,2018-11-29 16:50:01.467000,705,1,1,Parking Hala Stulecia
807,2018-11-29 16:50:01.527000,59,1,2,ul. św. Antoniego
808,2018-11-29 16:52:03,516,4,2,Narodowe Forum Muzyki
809,2018-11-29 16:55:00.010000,212,7,7,Nowy Targ
810,2018-11-29 16:55:01.907000,56,2,1,ul. św. Antoniego
811,2018-11-29 16:55:01.967000,707,2,4,Parking Hala Stulecia
812,2018-11-29 16:57:03,520,0,4,Narodowe Forum Muzyki
813,2018-11-29 17:00:00.013000,221,9,9,Nowy Targ
814,2018-11-29 17:00:01.893000,705,3,1,Parking Hala Stulecia
815,2018-11-29 17:00:02.080000,61,0,4,ul. św. Antoniego
816,2018-11-29 17:02:03,525,3,9,Narodowe Forum Muzyki
817,2018-11-29 17:05:00.010000,221,4,4,Nowy Targ
818,2018-11-29 17:05:01.517000,705,1,1,Parking Hala Stulecia
819,2018-11-29 17:05:01.773000,66,0,3,ul. św. Antoniego
820,2018-11-29 17:07:03,524,5,4,Narodowe Forum Muzyki
821,2018-11-29 17:10:00.010000,224,9,9,Nowy Targ
822,2018-11-29 17:10:01.930000,70,2,6,ul. św. Antoniego
823,2018-11-29 17:10:01.947000,705,3,3,Parking Hala Stulecia
824,2018-11-29 17:12:04,524,4,4,Narodowe Forum Muzyki
826,2018-11-29 17:15:01.787000,705,1,1,Parking Hala Stulecia
827,2018-11-29 17:15:01.997000,74,0,3,ul. św. Antoniego
828,2018-11-29 17:17:03,521,4,2,Narodowe Forum Muzyki
829,2018-11-29 17:20:00.013000,227,4,4,Nowy Targ
830,2018-11-29 17:20:01.700000,706,1,2,Parking Hala Stulecia
831,2018-11-29 17:20:01.837000,79,0,4,ul. św. Antoniego
832,2018-11-29 17:22:03,521,1,1,Narodowe Forum Muzyki
833,2018-11-29 17:25:00.007000,230,5,5,Nowy Targ
834,2018-11-29 17:25:01.477000,706,2,2,Parking Hala Stulecia
835,2018-11-29 17:25:01.537000,81,0,1,ul. św. Antoniego
836,2018-11-29 17:27:03,521,3,4,Narodowe Forum Muzyki
837,2018-11-29 17:30:00.013000,235,5,5,Nowy Targ
838,2018-11-29 17:30:01.957000,706,2,2,Parking Hala Stulecia
839,2018-11-29 17:30:02.133000,88,0,5,ul. św. Antoniego
840,2018-11-29 17:32:03,522,0,1,Narodowe Forum Muzyki
841,2018-11-29 17:35:00.010000,236,3,3,Nowy Targ
842,2018-11-29 17:35:01.330000,90,0,2,ul. św. Antoniego
843,2018-11-29 17:35:01.913000,702,6,2,Parking Hala Stulecia
844,2018-11-29 17:37:03,520,4,2,Narodowe Forum Muzyki
845,2018-11-29 17:40:00.010000,235,3,3,Nowy Targ
846,2018-11-29 17:40:01.887000,94,0,2,ul. św. Antoniego
847,2018-11-29 17:40:02.060000,704,1,3,Parking Hala Stulecia
848,2018-11-29 17:42:03,519,4,4,Narodowe Forum Muzyki
849,2018-11-29 17:45:00.010000,236,5,5,Nowy Targ
850,2018-11-29 17:45:01.750000,93,1,1,ul. św. Antoniego
851,2018-11-29 17:45:01.857000,707,1,4,Parking Hala Stulecia
852,2018-11-29 17:47:03,519,4,5,Narodowe Forum Muzyki
853,2018-11-29 17:50:00.020000,235,5,5,Nowy Targ
854,2018-11-29 17:50:01.363000,704,3,0,Parking Hala Stulecia
855,2018-11-29 17:50:02.017000,94,1,2,ul. św. Antoniego
856,2018-11-29 17:52:03,521,2,4,Narodowe Forum Muzyki
857,2018-11-29 17:55:00.010000,234,3,3,Nowy Targ
858,2018-11-29 17:55:02.100000,94,0,0,ul. św. Antoniego
859,2018-11-29 17:55:02.100000,705,0,1,Parking Hala Stulecia
860,2018-11-29 17:57:03,518,4,1,Narodowe Forum Muzyki
861,2018-11-29 18:00:00.017000,233,5,5,Nowy Targ
862,2018-11-29 18:00:01.577000,706,0,1,Parking Hala Stulecia
863,2018-11-29 18:00:01.753000,103,0,4,ul. św. Antoniego
864,2018-11-29 18:02:04,518,5,5,Narodowe Forum Muzyki
865,2018-11-29 18:05:00.010000,230,3,3,Nowy Targ
866,2018-11-29 18:05:01.217000,104,3,4,ul. św. Antoniego
867,2018-11-29 18:05:01.843000,707,0,1,Parking Hala Stulecia
868,2018-11-29 18:07:03,515,5,3,Narodowe Forum Muzyki
869,2018-11-29 18:10:00.013000,230,4,4,Nowy Targ
870,2018-11-29 18:10:01.677000,707,2,2,Parking Hala Stulecia
871,2018-11-29 18:10:01.717000,103,2,2,ul. św. Antoniego
872,2018-11-29 18:12:03,517,3,5,Narodowe Forum Muzyki
873,2018-11-29 18:15:00.010000,229,5,5,Nowy Targ
874,2018-11-29 18:15:01.180000,706,3,2,Parking Hala Stulecia
875,2018-11-29 18:15:01.193000,101,2,2,ul. św. Antoniego
876,2018-11-29 18:17:04,520,2,6,Narodowe Forum Muzyki
877,2018-11-29 18:20:00.013000,228,7,7,Nowy Targ
878,2018-11-29 18:20:01.907000,103,0,1,ul. św. Antoniego
879,2018-11-29 18:20:01.907000,709,0,3,Parking Hala Stulecia
880,2018-11-29 18:22:03,518,5,4,Narodowe Forum Muzyki
881,2018-11-29 18:25:00.013000,230,2,2,Nowy Targ
882,2018-11-29 18:25:01.320000,709,1,1,Parking Hala Stulecia
883,2018-11-29 18:25:01.527000,102,1,1,ul. św. Antoniego
884,2018-11-29 18:27:03,519,3,4,Narodowe Forum Muzyki
885,2018-11-29 18:30:00.010000,228,4,4,Nowy Targ
886,2018-11-29 18:30:01.770000,712,0,3,Parking Hala Stulecia
887,2018-11-29 18:30:01.970000,106,0,2,ul. św. Antoniego
888,2018-11-29 18:32:03,513,7,1,Narodowe Forum Muzyki
889,2018-11-29 18:35:00.010000,226,2,2,Nowy Targ
890,2018-11-29 18:35:01.160000,106,1,1,ul. św. Antoniego
891,2018-11-29 18:35:01.203000,716,1,5,Parking Hala Stulecia
892,2018-11-29 18:37:03,508,5,0,Narodowe Forum Muzyki
893,2018-11-29 18:40:00.013000,225,3,3,Nowy Targ
894,2018-11-29 18:40:01.817000,718,1,3,Parking Hala Stulecia
895,2018-11-29 18:40:01.887000,104,1,0,ul. św. Antoniego
896,2018-11-29 18:42:03,504,8,4,Narodowe Forum Muzyki
897,2018-11-29 18:45:00.037000,225,2,2,Nowy Targ
898,2018-11-29 18:45:01.423000,717,1,0,Parking Hala Stulecia
899,2018-11-29 18:45:01.710000,102,2,1,ul. św. Antoniego
900,2018-11-29 18:47:04,502,7,5,Narodowe Forum Muzyki
901,2018-11-29 18:50:00.010000,224,3,3,Nowy Targ
902,2018-11-29 18:50:01.913000,719,0,2,Parking Hala Stulecia
903,2018-11-29 18:50:02.063000,104,0,2,ul. św. Antoniego
904,2018-11-29 18:52:03,496,9,3,Narodowe Forum Muzyki
905,2018-11-29 18:55:00.010000,223,7,7,Nowy Targ
906,2018-11-29 18:55:01.633000,719,0,0,Parking Hala Stulecia
907,2018-11-29 18:55:01.790000,102,1,0,ul. św. Antoniego
908,2018-11-29 18:57:04,498,5,8,Narodowe Forum Muzyki
909,2018-11-29 19:00:00.013000,222,3,3,Nowy Targ
910,2018-11-29 19:00:01.320000,718,2,1,Parking Hala Stulecia
911,2018-11-29 19:00:01.323000,103,1,2,ul. św. Antoniego
912,2018-11-29 19:02:04,497,4,3,Narodowe Forum Muzyki
913,2018-11-29 19:05:00.007000,222,6,6,Nowy Targ
914,2018-11-29 19:05:01.457000,720,1,3,Parking Hala Stulecia
915,2018-11-29 19:05:01.860000,103,0,0,ul. św. Antoniego
916,2018-11-29 19:07:04,496,3,2,Narodowe Forum Muzyki
917,2018-11-29 19:10:00.010000,226,6,6,Nowy Targ
918,2018-11-29 19:10:01.250000,728,0,8,Parking Hala Stulecia
919,2018-11-29 19:10:01.340000,100,2,1,ul. św. Antoniego
920,2018-11-29 19:12:04,494,4,2,Narodowe Forum Muzyki
921,2018-11-29 19:15:00.013000,225,6,6,Nowy Targ
922,2018-11-29 19:15:01.377000,735,2,9,Parking Hala Stulecia
923,2018-11-29 19:15:01.587000,100,0,0,ul. św. Antoniego
924,2018-11-29 19:17:04,491,4,1,Narodowe Forum Muzyki
925,2018-11-29 19:20:00.013000,228,7,7,Nowy Targ
926,2018-11-29 19:20:01.887000,747,0,12,Parking Hala Stulecia
927,2018-11-29 19:20:02.053000,92,4,0,ul. św. Antoniego
928,2018-11-29 19:22:04,489,3,1,Narodowe Forum Muzyki
929,2018-11-29 19:25:00.010000,225,9,9,Nowy Targ
930,2018-11-29 19:25:01.237000,754,1,8,Parking Hala Stulecia
931,2018-11-29 19:25:01.483000,94,0,1,ul. św. Antoniego
932,2018-11-29 19:27:04,486,5,2,Narodowe Forum Muzyki
933,2018-11-29 19:30:00.010000,223,6,6,Nowy Targ
934,2018-11-29 19:30:01.750000,92,1,0,ul. św. Antoniego
935,2018-11-29 19:30:01.793000,758,1,5,Parking Hala Stulecia
936,2018-11-29 19:32:04,493,0,7,Narodowe Forum Muzyki
937,2018-11-29 19:35:00.007000,224,9,9,Nowy Targ
938,2018-11-29 19:35:01.587000,760,0,2,Parking Hala Stulecia
939,2018-11-29 19:35:01.957000,96,1,3,ul. św. Antoniego
940,2018-11-29 19:37:04,494,1,2,Narodowe Forum Muzyki
941,2018-11-29 19:40:00.013000,219,9,9,Nowy Targ
942,2018-11-29 19:40:01.293000,759,1,0,Parking Hala Stulecia
943,2018-11-29 19:40:01.547000,96,1,1,ul. św. Antoniego
944,2018-11-29 19:42:04,495,3,4,Narodowe Forum Muzyki
945,2018-11-29 19:45:00.010000,215,6,6,Nowy Targ
946,2018-11-29 19:45:01.883000,759,2,2,Parking Hala Stulecia
947,2018-11-29 19:45:01.977000,94,1,0,ul. św. Antoniego
948,2018-11-29 19:47:04,497,2,5,Narodowe Forum Muzyki
949,2018-11-29 19:50:00.010000,212,5,5,Nowy Targ
950,2018-11-29 19:50:01.410000,761,0,2,Parking Hala Stulecia
951,2018-11-29 19:50:01.550000,92,1,0,ul. św. Antoniego
952,2018-11-29 19:52:04,494,4,1,Narodowe Forum Muzyki
953,2018-11-29 19:55:00.007000,212,4,4,Nowy Targ
954,2018-11-29 19:55:01.533000,762,0,1,Parking Hala Stulecia
955,2018-11-29 19:55:01.563000,92,1,1,ul. św. Antoniego
956,2018-11-29 19:57:04,492,3,1,Narodowe Forum Muzyki
957,2018-11-29 20:00:00.010000,212,4,4,Nowy Targ
958,2018-11-29 20:00:01.190000,762,0,0,Parking Hala Stulecia
959,2018-11-29 20:00:01.240000,88,2,0,ul. św. Antoniego
960,2018-11-29 20:02:04,493,2,4,Narodowe Forum Muzyki
961,2018-11-29 20:05:00.010000,213,3,3,Nowy Targ
962,2018-11-29 20:05:01.810000,762,0,0,Parking Hala Stulecia
963,2018-11-29 20:05:01.967000,89,0,1,ul. św. Antoniego
964,2018-11-29 20:07:04,494,2,3,Narodowe Forum Muzyki
965,2018-11-29 20:10:00.010000,210,7,7,Nowy Targ
966,2018-11-29 20:10:01.150000,762,0,0,Parking Hala Stulecia
967,2018-11-29 20:10:01.333000,89,0,0,ul. św. Antoniego
968,2018-11-29 20:12:04,498,0,4,Narodowe Forum Muzyki
969,2018-11-29 20:15:00.010000,212,2,2,Nowy Targ
970,2018-11-29 20:15:01.550000,91,1,2,ul. św. Antoniego
971,2018-11-29 20:15:01.590000,762,0,0,Parking Hala Stulecia
972,2018-11-29 20:17:04,499,3,4,Narodowe Forum Muzyki
973,2018-11-29 20:20:00.017000,211,3,3,Nowy Targ
974,2018-11-29 20:20:01.577000,762,0,0,Parking Hala Stulecia
975,2018-11-29 20:20:01.930000,91,0,0,ul. św. Antoniego
976,2018-11-29 20:22:04,498,2,1,Narodowe Forum Muzyki
977,2018-11-29 20:25:00.007000,213,6,6,Nowy Targ
978,2018-11-29 20:25:01.673000,762,0,0,Parking Hala Stulecia
979,2018-11-29 20:25:01.777000,91,1,1,ul. św. Antoniego
980,2018-11-29 20:27:04,500,0,2,Narodowe Forum Muzyki
981,2018-11-29 20:30:00.010000,216,7,7,Nowy Targ
982,2018-11-29 20:30:01.580000,762,0,0,Parking Hala Stulecia
983,2018-11-29 20:30:01.600000,93,0,1,ul. św. Antoniego
984,2018-11-29 20:32:04,502,1,3,Narodowe Forum Muzyki
985,2018-11-29 20:35:00.010000,216,0,0,Nowy Targ
986,2018-11-29 20:35:01.627000,761,1,0,Parking Hala Stulecia
987,2018-11-29 20:35:01.630000,89,3,1,ul. św. Antoniego
988,2018-11-29 20:37:04,504,0,2,Narodowe Forum Muzyki
989,2018-11-29 20:40:00.010000,216,2,2,Nowy Targ
990,2018-11-29 20:40:01.560000,762,0,1,Parking Hala Stulecia
991,2018-11-29 20:40:01.577000,87,1,0,ul. św. Antoniego
992,2018-11-29 20:42:04,506,1,2,Narodowe Forum Muzyki
993,2018-11-29 20:45:00.010000,220,8,8,Nowy Targ
994,2018-11-29 20:45:01.707000,762,0,0,Parking Hala Stulecia
995,2018-11-29 20:45:01.963000,89,0,1,ul. św. Antoniego
996,2018-11-29 20:47:04,509,0,3,Narodowe Forum Muzyki
997,2018-11-29 20:50:00.013000,221,1,1,Nowy Targ
998,2018-11-29 20:50:01.380000,89,1,1,ul. św. Antoniego
999,2018-11-29 20:50:02.027000,763,0,1,Parking Hala Stulecia
1000,2018-11-29 20:52:04,510,1,2,Narodowe Forum Muzyki
1001,2018-11-29 20:55:00.010000,221,0,0,Nowy Targ
1002,2018-11-29 20:55:01.567000,763,0,0,Parking Hala Stulecia
1003,2018-11-29 20:55:01.623000,87,1,1,ul. św. Antoniego
1004,2018-11-29 20:57:04,511,1,2,Narodowe Forum Muzyki
1005,2018-11-29 21:00:00.013000,221,2,2,Nowy Targ
1006,2018-11-29 21:00:01.820000,762,1,0,Parking Hala Stulecia
1007,2018-11-29 21:00:02.007000,87,0,0,ul. św. Antoniego
1008,2018-11-29 21:02:04,509,2,0,Narodowe Forum Muzyki
1009,2018-11-29 21:05:00.010000,225,4,4,Nowy Targ
1010,2018-11-29 21:05:01.553000,763,0,1,Parking Hala Stulecia
1011,2018-11-29 21:05:01.920000,87,0,0,ul. św. Antoniego
1012,2018-11-29 21:07:04,513,2,6,Narodowe Forum Muzyki
1013,2018-11-29 21:10:00.013000,229,6,6,Nowy Targ
1014,2018-11-29 21:10:01.470000,763,0,0,Parking Hala Stulecia
1015,2018-11-29 21:10:01.537000,90,0,1,ul. św. Antoniego
1016,2018-11-29 21:12:04,513,1,1,Narodowe Forum Muzyki
1017,2018-11-29 21:15:00.010000,231,2,2,Nowy Targ
1018,2018-11-29 21:15:01.807000,763,0,0,Parking Hala Stulecia
1019,2018-11-29 21:15:02,92,0,1,ul. św. Antoniego
1020,2018-11-29 21:17:04,521,0,8,Narodowe Forum Muzyki
1021,2018-11-29 21:20:00.010000,232,1,1,Nowy Targ
1022,2018-11-29 21:20:01.383000,763,0,0,Parking Hala Stulecia
1023,2018-11-29 21:20:01.580000,96,0,2,ul. św. Antoniego
1024,2018-11-29 21:22:04,523,1,3,Narodowe Forum Muzyki
1025,2018-11-29 21:25:00.007000,232,0,0,Nowy Targ
1026,2018-11-29 21:25:01.420000,96,1,1,ul. św. Antoniego
1027,2018-11-29 21:25:01.947000,763,0,0,Parking Hala Stulecia
1028,2018-11-29 21:27:04,529,1,7,Narodowe Forum Muzyki
1029,2018-11-29 21:30:00.010000,233,1,1,Nowy Targ
1030,2018-11-29 21:30:01.870000,763,0,0,Parking Hala Stulecia
1031,2018-11-29 21:30:01.897000,96,0,0,ul. św. Antoniego
1032,2018-11-29 21:32:04,529,0,0,Narodowe Forum Muzyki
1033,2018-11-29 21:35:00.007000,234,1,1,Nowy Targ
1034,2018-11-29 21:35:01.200000,100,0,2,ul. św. Antoniego
1035,2018-11-29 21:35:01.793000,763,0,0,Parking Hala Stulecia
1036,2018-11-29 21:37:04,535,0,6,Narodowe Forum Muzyki
1037,2018-11-29 21:40:00.013000,234,0,0,Nowy Targ
1038,2018-11-29 21:40:01.727000,100,0,0,ul. św. Antoniego
1039,2018-11-29 21:40:01.960000,765,0,2,Parking Hala Stulecia
1040,2018-11-29 21:42:04,537,0,2,Narodowe Forum Muzyki
1041,2018-11-29 21:45:00.010000,235,1,1,Nowy Targ
1042,2018-11-29 21:45:01.487000,100,0,0,ul. św. Antoniego
1043,2018-11-29 21:45:01.593000,767,0,2,Parking Hala Stulecia
1044,2018-11-29 21:47:04,541,0,4,Narodowe Forum Muzyki
1045,2018-11-29 21:50:00.010000,237,2,2,Nowy Targ
1046,2018-11-29 21:50:01.317000,769,0,2,Parking Hala Stulecia
1047,2018-11-29 21:50:02.033000,100,0,0,ul. św. Antoniego
1048,2018-11-29 21:52:04,542,1,2,Narodowe Forum Muzyki
1049,2018-11-29 21:55:00.010000,241,4,4,Nowy Targ
1050,2018-11-29 21:55:01.913000,769,0,0,Parking Hala Stulecia
1051,2018-11-29 21:55:02.077000,104,0,2,ul. św. Antoniego
1052,2018-11-29 21:57:04,548,1,7,Narodowe Forum Muzyki
1054,2018-11-29 22:00:01.347000,106,0,1,ul. św. Antoniego
1055,2018-11-29 22:00:01.437000,770,0,1,Parking Hala Stulecia
1056,2018-11-29 22:02:04,558,0,10,Narodowe Forum Muzyki
1057,2018-11-29 22:05:00.010000,242,1,1,Nowy Targ
1058,2018-11-29 22:05:01.247000,769,1,0,Parking Hala Stulecia
1059,2018-11-29 22:05:01.930000,104,1,0,ul. św. Antoniego
1060,2018-11-29 22:07:04,563,0,5,Narodowe Forum Muzyki
1061,2018-11-29 22:10:00.010000,245,3,3,Nowy Targ
1062,2018-11-29 22:10:01.917000,772,0,3,Parking Hala Stulecia
1063,2018-11-29 22:10:02.093000,106,0,1,ul. św. Antoniego
1064,2018-11-29 22:12:04,564,1,2,Narodowe Forum Muzyki
1065,2018-11-29 22:15:00.010000,252,7,7,Nowy Targ
1066,2018-11-29 22:15:01.503000,104,1,0,ul. św. Antoniego
1067,2018-11-29 22:15:01.513000,772,0,0,Parking Hala Stulecia
1068,2018-11-29 22:17:04,565,0,1,Narodowe Forum Muzyki
1069,2018-11-29 22:20:00.010000,256,4,4,Nowy Targ
1070,2018-11-29 22:20:01.947000,105,0,1,ul. św. Antoniego
1071,2018-11-29 22:20:02.033000,772,0,0,Parking Hala Stulecia
1072,2018-11-29 22:22:04,565,1,1,Narodowe Forum Muzyki
1073,2018-11-29 22:25:00.010000,260,4,4,Nowy Targ
1074,2018-11-29 22:25:01.413000,772,0,0,Parking Hala Stulecia
1075,2018-11-29 22:25:01.703000,106,1,1,ul. św. Antoniego
1076,2018-11-29 22:27:04,568,0,3,Narodowe Forum Muzyki
1077,2018-11-29 22:30:00.010000,261,0,0,Nowy Targ
1078,2018-11-29 22:30:01.677000,772,0,0,Parking Hala Stulecia
1079,2018-11-29 22:30:01.707000,110,0,2,ul. św. Antoniego
1080,2018-11-29 22:32:04,569,0,1,Narodowe Forum Muzyki
1081,2018-11-29 22:35:00.007000,261,0,0,Nowy Targ
1082,2018-11-29 22:35:01.267000,774,0,2,Parking Hala Stulecia
1083,2018-11-29 22:35:01.287000,110,0,0,ul. św. Antoniego
1084,2018-11-29 22:37:04,572,0,3,Narodowe Forum Muzyki
1085,2018-11-29 22:40:00.010000,262,1,1,Nowy Targ
1086,2018-11-29 22:40:01.793000,110,0,0,ul. św. Antoniego
1087,2018-11-29 22:40:01.960000,774,0,0,Parking Hala Stulecia
1088,2018-11-29 22:42:04,573,0,1,Narodowe Forum Muzyki
1089,2018-11-29 22:45:00.010000,263,1,1,Nowy Targ
1090,2018-11-29 22:45:01.553000,110,0,0,ul. św. Antoniego
1091,2018-11-29 22:45:01.720000,775,1,2,Parking Hala Stulecia
1092,2018-11-29 22:47:04,574,1,2,Narodowe Forum Muzyki
1093,2018-11-29 22:50:00.010000,263,0,0,Nowy Targ
1094,2018-11-29 22:50:01.480000,775,0,0,Parking Hala Stulecia
1095,2018-11-29 22:50:01.990000,110,0,0,ul. św. Antoniego
1096,2018-11-29 22:52:04,574,1,1,Narodowe Forum Muzyki
1097,2018-11-29 22:55:00.010000,266,3,3,Nowy Targ
1098,2018-11-29 22:55:01.373000,775,0,0,Parking Hala Stulecia
1099,2018-11-29 22:55:01.523000,110,0,0,ul. św. Antoniego
1100,2018-11-29 22:57:04,575,0,1,Narodowe Forum Muzyki
1101,2018-11-29 23:00:00.013000,266,0,0,Nowy Targ
1102,2018-11-29 23:00:01.713000,110,0,0,ul. św. Antoniego
1103,2018-11-29 23:00:01.723000,775,0,0,Parking Hala Stulecia
1104,2018-11-29 23:02:04,576,0,1,Narodowe Forum Muzyki
1105,2018-11-29 23:05:00.007000,267,1,1,Nowy Targ
1106,2018-11-29 23:05:01.190000,776,0,1,Parking Hala Stulecia
1107,2018-11-29 23:05:01.363000,112,0,1,ul. św. Antoniego
1108,2018-11-29 23:07:04,577,0,1,Narodowe Forum Muzyki
1109,2018-11-29 23:10:00.010000,267,0,0,Nowy Targ
1110,2018-11-29 23:10:01.250000,112,0,0,ul. św. Antoniego
1111,2018-11-29 23:10:01.283000,776,0,0,Parking Hala Stulecia
1112,2018-11-29 23:12:04,578,1,2,Narodowe Forum Muzyki
1113,2018-11-29 23:15:00.013000,268,1,1,Nowy Targ
1114,2018-11-29 23:15:01.467000,777,0,1,Parking Hala Stulecia
1115,2018-11-29 23:15:01.667000,112,0,0,ul. św. Antoniego
1116,2018-11-29 23:17:04,578,0,0,Narodowe Forum Muzyki
1117,2018-11-29 23:20:00.010000,269,1,1,Nowy Targ
1118,2018-11-29 23:20:01.213000,114,0,1,ul. św. Antoniego
1119,2018-11-29 23:20:01.303000,778,0,1,Parking Hala Stulecia
1120,2018-11-29 23:22:04,580,0,2,Narodowe Forum Muzyki
1121,2018-11-29 23:25:00.010000,269,0,0,Nowy Targ
1122,2018-11-29 23:25:01.923000,122,0,4,ul. św. Antoniego
1123,2018-11-29 23:25:01.923000,778,0,0,Parking Hala Stulecia
1124,2018-11-29 23:27:04,582,1,3,Narodowe Forum Muzyki
1125,2018-11-29 23:30:00.013000,271,2,2,Nowy Targ
1126,2018-11-29 23:30:01.513000,120,1,0,ul. św. Antoniego
1127,2018-11-29 23:30:01.553000,778,0,0,Parking Hala Stulecia
1128,2018-11-29 23:32:04,582,0,0,Narodowe Forum Muzyki
1129,2018-11-29 23:35:00.013000,271,0,0,Nowy Targ
1130,2018-11-29 23:35:01.727000,778,0,0,Parking Hala Stulecia
1131,2018-11-29 23:35:01.987000,120,0,0,ul. św. Antoniego
1132,2018-11-29 23:37:04,581,1,0,Narodowe Forum Muzyki
1133,2018-11-29 23:40:00.017000,271,0,0,Nowy Targ
1134,2018-11-29 23:40:01.487000,775,1,0,Parking Hala Stulecia
1135,2018-11-29 23:40:01.610000,120,0,0,ul. św. Antoniego
1136,2018-11-29 23:42:04,581,0,0,Narodowe Forum Muzyki
1137,2018-11-29 23:45:00.013000,270,1,1,Nowy Targ
1138,2018-11-29 23:45:01.387000,120,0,0,ul. św. Antoniego
1139,2018-11-29 23:45:02.080000,776,0,1,Parking Hala Stulecia
1140,2018-11-29 23:47:04,581,0,0,Narodowe Forum Muzyki
1141,2018-11-29 23:50:00.010000,270,0,0,Nowy Targ
1142,2018-11-29 23:50:01.393000,120,0,0,ul. św. Antoniego
1143,2018-11-29 23:50:02.090000,777,0,1,Parking Hala Stulecia
1144,2018-11-29 23:52:04,581,0,0,Narodowe Forum Muzyki
1145,2018-11-29 23:55:00.010000,270,0,0,Nowy Targ
1146,2018-11-29 23:55:01.933000,120,0,0,ul. św. Antoniego
1147,2018-11-29 23:55:02.117000,777,0,0,Parking Hala Stulecia
1148,2018-11-29 23:57:04,582,0,1,Narodowe Forum Muzyki
1149,2018-11-30 00:00:00.013000,271,1,1,Nowy Targ
1150,2018-11-30 00:00:01.660000,120,0,0,ul. św. Antoniego
1151,2018-11-30 00:00:01.687000,778,0,1,Parking Hala Stulecia
1152,2018-11-30 00:02:04,583,0,1,Narodowe Forum Muzyki
1153,2018-11-30 00:05:00.010000,271,1,1,Nowy Targ
1154,2018-11-30 00:05:01.220000,118,1,0,ul. św. Antoniego
1155,2018-11-30 00:05:01.473000,778,0,0,Parking Hala Stulecia
1156,2018-11-30 00:07:04,583,0,0,Narodowe Forum Muzyki
1157,2018-11-30 00:10:00.010000,271,0,0,Nowy Targ
1158,2018-11-30 00:10:01.767000,118,0,0,ul. św. Antoniego
1159,2018-11-30 00:10:01.953000,779,0,1,Parking Hala Stulecia
1160,2018-11-30 00:12:04,584,0,1,Narodowe Forum Muzyki
1161,2018-11-30 00:15:00.010000,271,0,0,Nowy Targ
1162,2018-11-30 00:15:01.330000,118,0,0,ul. św. Antoniego
1163,2018-11-30 00:15:01.450000,780,0,1,Parking Hala Stulecia
1164,2018-11-30 00:17:04,584,0,0,Narodowe Forum Muzyki
1165,2018-11-30 00:20:00.020000,272,1,1,Nowy Targ
1166,2018-11-30 00:20:01.137000,118,0,0,ul. św. Antoniego
1167,2018-11-30 00:20:02.043000,780,0,0,Parking Hala Stulecia
1168,2018-11-30 00:22:04,582,2,0,Narodowe Forum Muzyki
1169,2018-11-30 00:25:00.010000,272,0,0,Nowy Targ
1170,2018-11-30 00:25:01.567000,118,0,0,ul. św. Antoniego
1171,2018-11-30 00:25:01.733000,780,0,0,Parking Hala Stulecia
1172,2018-11-30 00:27:04,582,0,0,Narodowe Forum Muzyki
1173,2018-11-30 00:30:00.013000,272,0,0,Nowy Targ
1174,2018-11-30 00:30:01.270000,122,0,1,ul. św. Antoniego
1175,2018-11-30 00:30:02.070000,780,0,0,Parking Hala Stulecia
1176,2018-11-30 00:32:04,582,0,0,Narodowe Forum Muzyki
1177,2018-11-30 00:35:00.017000,272,0,0,Nowy Targ
1178,2018-11-30 00:35:01.257000,780,0,0,Parking Hala Stulecia
1179,2018-11-30 00:35:02.057000,122,0,0,ul. św. Antoniego
1180,2018-11-30 00:37:04,582,0,0,Narodowe Forum Muzyki
1181,2018-11-30 00:40:00.017000,272,0,0,Nowy Targ
1182,2018-11-30 00:40:01.570000,780,0,0,Parking Hala Stulecia
1183,2018-11-30 00:40:01.623000,122,0,0,ul. św. Antoniego
1184,2018-11-30 00:42:04,583,0,0,Narodowe Forum Muzyki
1185,2018-11-30 00:45:00.010000,272,0,0,Nowy Targ
1186,2018-11-30 00:45:01.323000,120,1,0,ul. św. Antoniego
1187,2018-11-30 00:45:02.090000,780,0,0,Parking Hala Stulecia
1188,2018-11-30 00:47:04,584,0,1,Narodowe Forum Muzyki
1189,2018-11-30 00:50:00.013000,272,0,0,Nowy Targ
1190,2018-11-30 00:50:01.210000,120,0,0,ul. św. Antoniego
1191,2018-11-30 00:50:01.553000,780,0,0,Parking Hala Stulecia
